web-scraper-order,web-scraper-start-url,big_figure_link,big_figure_link-href,figure_link,figure_link-href,name,description,image-src,retail_price,buy_price,auction_price
"1700781832-1930","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Strong Guy","https://www.actionfigure411.com/marvel/marvel-legends-deadpool-strong-guy-baf-wave-1-price-guide.php","Shiklah","https://www.actionfigure411.com/marvel/marvel-legends-strong-guy-shiklah-1453.php","Marvel Legends Shiklah Strong Guy Build A Figure","Marvel Legends Shiklah Strong Guy Build A Figure 
Shiklah is the shape-shifting superhuman Queen of the Undead and former Mrs. Deadpool. Includes Right Arm to complete Strong Guy Build-A-Figure. Also includes Jeff the Land Shark.","/marvel/images/thumbs/shiklah-1453.jpg","C$27.40","C$21.49","C$21.41"
"1700781834-1931","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Strong Guy","https://www.actionfigure411.com/marvel/marvel-legends-deadpool-strong-guy-baf-wave-1-price-guide.php","Maverick","https://www.actionfigure411.com/marvel/marvel-legends-strong-guy-maverick-1452.php","Marvel Legends Maverick Strong Guy Build A Figure","Marvel Legends Maverick Strong Guy Build A Figure 
Maverick absorbs the force of enemy attacks, converting it into hyper-concussive blasts of power. Includes Left Arm to complete Strong Guy Build-A-Figure","/marvel/images/thumbs/maverick-1452.jpg","C$27.40","C$26.64","C$24.20"
"1700781837-1932","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Strong Guy","https://www.actionfigure411.com/marvel/marvel-legends-deadpool-strong-guy-baf-wave-1-price-guide.php","Deadpool (X-Men Suit)","https://www.actionfigure411.com/marvel/marvel-legends-strong-guy-deadpool-x-men-suit-1454.php","Marvel Legends Deadpool (X-Men Suit) Strong Guy Build A Figure","Marvel Legends Deadpool (X-Men Suit) Strong Guy Build A Figure 
Just got the suit back from the dry cleaners. I hear blue and gold is the new red? “With great power comes no responsibility.” Mercilessly wisecracking mercenary Wade Wilson is Deadpool – a hero whose healing power allows him to constantly regenerate. Includes Head to complete Strong Guy Build-A-Figure","/marvel/images/thumbs/deadpool-x-men-suit-1454.jpg","C$27.40","C$27.85","C$32.09"
"1700781839-1933","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Strong Guy","https://www.actionfigure411.com/marvel/marvel-legends-deadpool-strong-guy-baf-wave-1-price-guide.php","Deadpool (Pirate)","https://www.actionfigure411.com/marvel/marvel-legends-strong-guy-deadpool-pirate-1456.php","Marvel Legends Deadpool (Pirate) Strong Guy Build A Figure","Marvel Legends Deadpool (Pirate) Strong Guy Build A Figure 
It’s a pirate’s life for Deadpool with plenty of adventure. Oh, and doubloons. So many doubloons. Includes Left Leg to complete Strong Guy Build-A-Figure","/marvel/images/thumbs/deadpool-pirate-1456.jpg","C$27.40","C$28.34","C$23.78"
"1700781841-1934","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Strong Guy","https://www.actionfigure411.com/marvel/marvel-legends-deadpool-strong-guy-baf-wave-1-price-guide.php","Black Tom Cassidy","https://www.actionfigure411.com/marvel/marvel-legends-strong-guy-black-tom-cassidy-1451.php","Marvel Legends Black Tom Cassidy Strong Guy Build A Figure","Marvel Legends Black Tom Cassidy Strong Guy Build A Figure 
A nefarious criminal with the power of concussive blasts and plant morphology, Black Tom is a true threat. Includes Cape to complete Strong Guy Build-A-Figure","/marvel/images/thumbs/black-tom-cassidy-1451.jpg","C$27.40","C$18.91","C$18.41"
"1700781845-1935","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Stilt Man","https://www.actionfigure411.com/marvel/marvel-legends-spiderman-into-the-spiderverse-stilt-man-baf-wave-1-price-guide.php","Stilt Man (BAF)","https://www.actionfigure411.com/marvel/marvel-legends-stilt-man-stilt-man-baf-1593.php","Marvel Legends Stilt Man (BAF) Stilt Man Build A Figure","Marvel Legends Stilt Man (BAF) Stilt Man Build A Figure 
Stilt Man BAF from Spider-Man, into the Spider-Verse animated movie.","/marvel/images/thumbs/stilt-man-baf-1593.jpg","Marvel","C$37.05","C$62.14"
"1700781848-1936","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Stilt Man","https://www.actionfigure411.com/marvel/marvel-legends-spiderman-into-the-spiderverse-stilt-man-baf-wave-1-price-guide.php","Prowler","https://www.actionfigure411.com/marvel/marvel-legends-stilt-man-prowler-1592.php","Marvel Legends Prowler Stilt Man Build A Figure","Marvel Legends Prowler Stilt Man Build A Figure 
Equipped with an armored suit and gadget-filled wrist gauntlets, Marvel’s Prowler pursues his enemies under the cover of darkness. Includes right arm to complete Stilt Man Build A Figure.","/marvel/images/thumbs/prowler-1592.jpg","C$27.40","C$87.62","C$70.02"
"1700781850-1937","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Stilt Man","https://www.actionfigure411.com/marvel/marvel-legends-spiderman-into-the-spiderverse-stilt-man-baf-wave-1-price-guide.php","Peter B. Parker","https://www.actionfigure411.com/marvel/marvel-legends-stilt-man-peter-b-parker-1591.php","Marvel Legends Peter B. Parker Stilt Man Build A Figure","Marvel Legends Peter B. Parker Stilt Man Build A Figure 
Peter B. Parker mentors Miles Morales, an all-new Spider-Man, to understand the importance of power and responsibility. Includes head to complete Stilt Man Build A Figure.","/marvel/images/thumbs/peter-b-parker-1591.jpg","C$27.40","C$42.83","C$35.59"
"1700781852-1938","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Stilt Man","https://www.actionfigure411.com/marvel/marvel-legends-spiderman-into-the-spiderverse-stilt-man-baf-wave-1-price-guide.php","Miles Morales","https://www.actionfigure411.com/marvel/marvel-legends-stilt-man-miles-morales-1590.php","Marvel Legends Miles Morales Stilt Man Build A Figure","Marvel Legends Miles Morales Stilt Man Build A Figure 
A Brooklyn native and just 13 years old, Miles Morales is a Spider-Man unlike any we’ve ever seen before. Includes shroud to complete Stilt Man Build A Figure.","/marvel/images/thumbs/miles-morales-1590.jpg","C$27.40","C$84.14","C$68.26"
"1700781854-1939","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Stilt Man","https://www.actionfigure411.com/marvel/marvel-legends-spiderman-into-the-spiderverse-stilt-man-baf-wave-1-price-guide.php","The Hand Ninja","https://www.actionfigure411.com/marvel/marvel-legends-stilt-man-the-hand-ninja-1587.php","Marvel Legends The Hand Ninja Stilt Man Build A Figure","Marvel Legends The Hand Ninja Stilt Man Build A Figure 
Skilled in martial arts and espionage, the ninjas of The Hand are a force to be reckoned with. Includes legs to complete Stilt Man Build A Figure.","/marvel/images/thumbs/the-hand-ninja-1587.jpg","C$27.40","C$24.12","C$21.04"
"1700781856-1940","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Stilt Man","https://www.actionfigure411.com/marvel/marvel-legends-spiderman-into-the-spiderverse-stilt-man-baf-wave-1-price-guide.php","Gwen Stacy","https://www.actionfigure411.com/marvel/marvel-legends-stilt-man-gwen-stacy-1589.php","Marvel Legends Gwen Stacy Stilt Man Build A Figure","Marvel Legends Gwen Stacy Stilt Man Build A Figure 
Intelligent and quick-witted, Gwen Stacy has a sharp sense of humor and is a natural leader. Includes torso to complete Stilt Man Build A Figure.","/marvel/images/thumbs/gwen-stacy-1589.jpg","C$27.40","C$58.40","C$49.56"
"1700781858-1941","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Stilt Man","https://www.actionfigure411.com/marvel/marvel-legends-spiderman-into-the-spiderverse-stilt-man-baf-wave-1-price-guide.php","Frog-Man","https://www.actionfigure411.com/marvel/marvel-legends-stilt-man-frog-man-1588.php","Marvel Legends Frog-Man Stilt Man Build A Figure","Marvel Legends Frog-Man Stilt Man Build A Figure 
Eugene Patilio suits up as Frog-Man in a misguided attempt to restore his family’s good name. Includes left arm to complete Stilt Man Build A Figure.","/marvel/images/thumbs/frog-man-1588.jpg","C$27.40","C$20.39","C$18.26"
"1700781863-1942","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Space Venom","https://www.actionfigure411.com/marvel/marvel-legends-spider-man-space-venom-baf-wave-4-price-guide.php","Ultimate Spider-Man","https://www.actionfigure411.com/marvel/marvel-legends-space-venom-ultimate-spider-man-424.php","Marvel Legends Ultimate Spider-Man Space Venom Build A Figure","Marvel Legends Ultimate Spider-Man Space Venom Build A Figure 
Collect to build Marvel's Venom figure! This Ultimate Spider-Men figure is part of a Marvel Legends Build-A-Figure collection that includes 6 other Marvel Legends figures. Includes Venom's claw for BAF.","/marvel/images/thumbs/ultimate-spider-man-424.jpg","C$27.40","C$137.05","C$123.35"
"1700781865-1943","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Space Venom","https://www.actionfigure411.com/marvel/marvel-legends-spider-man-space-venom-baf-wave-4-price-guide.php","Spider Girl - Ashley Barton","https://www.actionfigure411.com/marvel/marvel-legends-space-venom-spider-girl-ashley-barton-425.php","Marvel Legends Spider Girl - Ashley Barton Space Venom Build A Figure","Marvel Legends Spider Girl - Ashley Barton Space Venom Build A Figure 
Collect to build Marvels Venom figure! This Spider Girl figure is part of a Marvel Legends Build-A-Figure collection that includes 6 other Marvel Legends figures.

Each 6-inch-scale figure features detailed design, is easily poseable with premium articulation, and includes a Build-A-Figure component torso.","/marvel/images/thumbs/spider-girl-ashley-barton-425.jpg","C$27.40","C$66.27","C$56.87"
"1700781867-1944","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Space Venom","https://www.actionfigure411.com/marvel/marvel-legends-spider-man-space-venom-baf-wave-4-price-guide.php","Space Venom (BAF)","https://www.actionfigure411.com/marvel/marvel-legends-space-venom-space-venom-baf-531.php","Marvel Legends Space Venom (BAF) Space Venom Build A Figure","Marvel Legends Space Venom (BAF) Space Venom Build A Figure 
The completed Space Venom build a figure from the Spider Man BAF series.","/marvel/images/thumbs/space-venom-baf-531.jpg","Marvel","C$55.51","C$52.34"
"1700781869-1945","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Space Venom","https://www.actionfigure411.com/marvel/marvel-legends-spider-man-space-venom-baf-wave-4-price-guide.php","Silk","https://www.actionfigure411.com/marvel/marvel-legends-space-venom-silk-426.php","Marvel Legends Silk Space Venom Build A Figure","Marvel Legends Silk Space Venom Build A Figure 
These fierce females fight for justice with quick reflexes, super-strength, and classic web-slinging action.

Collect to build Marvels Venom figure! This Marvels Silk figure is part of a Marvel Legends Build-A-Figure collection that includes 6 other Marvel Legends figures. Includes venom's leg for BAF.","/marvel/images/thumbs/silk-426.jpg","C$27.40","C$83.44","C$73.66"
"1700781871-1946","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Space Venom","https://www.actionfigure411.com/marvel/marvel-legends-spider-man-space-venom-baf-wave-4-price-guide.php","Miles Morales","https://www.actionfigure411.com/marvel/marvel-legends-space-venom-miles-morales-423.php","Marvel Legends Miles Morales Space Venom Build A Figure","Marvel Legends Miles Morales Space Venom Build A Figure 
With amazing agility and wall-crawling skills, these young web-slingers take down the bad guys! Comes with Space Venom BAF claw.","/marvel/images/thumbs/miles-morales-423.jpg","C$27.40","C$116.49","C$90.79"
"1700781873-1947","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Space Venom","https://www.actionfigure411.com/marvel/marvel-legends-spider-man-space-venom-baf-wave-4-price-guide.php","Hobgoblin","https://www.actionfigure411.com/marvel/marvel-legends-space-venom-hobgoblin-422.php","Marvel Legends Hobgoblin Space Venom Build A Figure","Marvel Legends Hobgoblin Space Venom Build A Figure 
With amazing agility and wall-crawling skills, these young web-slingers take down the bad guys! Hobgoblin includes head to build Space Venom!","/marvel/images/thumbs/hobgoblin-422.jpg","C$27.40","null","C$103.82"
"1700781875-1948","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Space Venom","https://www.actionfigure411.com/marvel/marvel-legends-spider-man-space-venom-baf-wave-4-price-guide.php","Electro","https://www.actionfigure411.com/marvel/marvel-legends-space-venom-electro-427.php","Marvel Legends Electro Space Venom Build A Figure","Marvel Legends Electro Space Venom Build A Figure 
Collect to build Marvels Venom figure! This Marvels Electro figure is part of a Marvel Legends Build-A-Figure collection that includes 6 other Marvel Legends figures. Included is the leg of Space Venom to BAF.","/marvel/images/thumbs/electro-427.jpg","C$27.40","null","C$28.19"
"1700781882-1949","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Sentinel","https://www.actionfigure411.com/marvel/marvel-legends-sentinel-baf-wave-1-price-guide.php","Spider Man","https://www.actionfigure411.com/marvel/marvel-legends-sentinel-spider-man-900.php","Marvel Legends Spider Man Sentinel Build A Figure","Marvel Legends Spider Man Sentinel Build A Figure 
Marvel Legends 1st appearance Spider Man from the Sentinel build a figure series. 


A comic book icon worldwide, Spider-man's message is clear: With great power comes great responsibility, for over 30 years Peter parker - an ordinary boy transformed into an extra ordinary hero from the bite of a radioactive spider - has thrilled fans of all ages. Through all of Spider-Man's exciting adventures and sensational battles with sinister super-villians, young Peter Parker still relates to his many fans as he tries to maintain some semblance of a normal life



Includes head to build Sentinel BAF.","/marvel/images/thumbs/spider-man-900.jpg","C$27.40","C$125.41","C$109.58"
"1700781884-1950","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Sentinel","https://www.actionfigure411.com/marvel/marvel-legends-sentinel-baf-wave-1-price-guide.php","Sentinel (BAF)","https://www.actionfigure411.com/marvel/marvel-legends-sentinel-sentinel-baf-901.php","Marvel Legends Sentinel (BAF) Sentinel Build A Figure","Marvel Legends Sentinel (BAF) Sentinel Build A Figure 
Marvel Legends Sentinel complete build a figure.","/marvel/images/thumbs/sentinel-baf-901.jpg","Marvel","C$202.27","C$183.15"
"1700781886-1951","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Sentinel","https://www.actionfigure411.com/marvel/marvel-legends-sentinel-baf-wave-1-price-guide.php","Omega Red","https://www.actionfigure411.com/marvel/marvel-legends-sentinel-omega-red-899.php","Marvel Legends Omega Red Sentinel Build A Figure","Marvel Legends Omega Red Sentinel Build A Figure 
Marvel Legends Omega Red from the Sentinel build a figure series. Includes torso to build Sentinel BAF.","/marvel/images/thumbs/omega-red-899.jpg","C$27.40","C$50.49","C$42.90"
