web-scraper-order,web-scraper-start-url,figure_link,figure_link-href,name,description,image-src,retail_price,buy_price,auction_price
"1700780939-1653","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Qui-Gon Jinn","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/qui-gon-jinn-1746.php","Star Wars The Vintage Collection Qui-Gon Jinn","Star Wars The Vintage Collection Qui-Gon Jinn 
May the Force be with you! Collect a piece of saga history with this incredibly detailed Qui-Gon Jinn figure! Based on the character from the classic film, Star Wars: The Phantom Menace, this articulated action figure and his lightsaber accessory come in a reproduction of the same packaging the original figure was released in.","/star-wars/images/thumbs/qui-gon-jinn-1746.jpg","28","C$62.87","C$56.70"
"1700780941-1654","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Gungan Warrior","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/gungan-warrior-1747.php","Star Wars The Vintage Collection Gungan Warrior","Star Wars The Vintage Collection Gungan Warrior 
2012 VC74 Gungan Warrior Figure.","/star-wars/images/thumbs/gungan-warrior-1747.jpg","C$13.69","null","C$51.92"
"1700780943-1655","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Aurra Sing","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/aurra-sing-1748.php","Star Wars The Vintage Collection Aurra Sing","Star Wars The Vintage Collection Aurra Sing 
This awesome Aurra Sing figure is rendered in careful detail to look just like the character in the Star Wars: The Phantom Menace film! Send her on her quest to attack the forces of good, armed with her many weapons and ready for action","/star-wars/images/thumbs/aurra-sing-1748.jpg","15","C$142.38","C$128.82"
"1700780945-1656","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Naboo Pilot","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/naboo-pilot-1749.php","Star Wars The Vintage Collection Naboo Pilot","Star Wars The Vintage Collection Naboo Pilot 
This awesome Naboo Pilot figure is rendered in careful detail to look just like the character in the Star Wars: The Phantom Menace film.","/star-wars/images/thumbs/naboo-pilot-1749.jpg","7","C$75.90","C$70.60"
"1700780948-1657","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Mawhonic (Podracer Pilot)","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/mawhonic-podracer-pilot-1750.php","Star Wars The Vintage Collection Mawhonic (Podracer Pilot)","Star Wars The Vintage Collection Mawhonic (Podracer Pilot) 
This awesome Mawhonic (Podracer Pilot) figure is rendered in careful detail to look just like the character in the Star Wars: The Phantom Menace film! Send him on his quest to protect his world, armed with his weapon and ready for action.","/star-wars/images/thumbs/mawhonic-podracer-pilot-1750.jpg","8","C$57.55","C$58.40"
"1700780950-1658","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Ponda Baba (Walrus Man)","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/ponda-baba-walrus-man-1751.php","Star Wars The Vintage Collection Ponda Baba (Walrus Man)","Star Wars The Vintage Collection Ponda Baba (Walrus Man) 
Ponda Baba, Walrus Man, from the Star Wars Vintage Collection featured in wave 9 in 2011.","/star-wars/images/thumbs/ponda-baba-walrus-man-1751.jpg","6","C$168.23","C$138.88"
"1700780952-1659","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Bastila Shan","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/bastila-shan-1752.php","Star Wars The Vintage Collection Bastila Shan","Star Wars The Vintage Collection Bastila Shan 
Bastila Shan from the Star Wars Vintage Collection featured in wave 9 in 2011.","/star-wars/images/thumbs/bastila-shan-1752.jpg","13","C$186.85","C$179.55"
"1700780954-1660","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Rebel Soldier (Reissue)","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/rebel-soldier-reissue-2533.php","Star Wars The Vintage Collection Rebel Soldier (Reissue)","Star Wars The Vintage Collection Rebel Soldier (Reissue) 
Drawn from many homeworlds and species, Rebel troopers were the Alliance's front-line soldiers in the war against the Empire.","/star-wars/images/thumbs/rebel-soldier-reissue-2533.jpg","12","C$13.71","C$12.32"
"1700780956-1661","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Rebel Soldier (Echo Base Battle Gear)","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/rebel-soldier-echo-base-battle-gear-1753.php","Star Wars The Vintage Collection Rebel Soldier (Echo Base Battle Gear)","Star Wars The Vintage Collection Rebel Soldier (Echo Base Battle Gear) 
Rebel Soldier (Echo Base Battle Gear) from the Star Wars Vintage Collection featured in wave 9 in 2011.","/star-wars/images/thumbs/rebel-soldier-echo-base-battle-gear-1753.jpg","7","C$69.87","C$69.90"
"1700780958-1662","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Mouse Droid","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/mouse-droid-1637.php","Star Wars The Vintage Collection Mouse Droid","Star Wars The Vintage Collection Mouse Droid 
Star Wars Vintage Collection Mouse Droid that was an exclusive Revenge of the Jedi Death Star box set that included 14 figures at 2011 SDCC San Diego ComicCon. The retail price shown here is computed for approximate value as the complete set was 129.99","/star-wars/images/thumbs/mouse-droid-1637.jpg","C$13.69","null","C$445.43"
"1700780961-1663","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Salacious Crumb","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/salacious-crumb-1636.php","Star Wars The Vintage Collection Salacious Crumb","Star Wars The Vintage Collection Salacious Crumb 
Star Wars Vintage Collection Salacious Crumb that was an exclusive Revenge of the Jedi Death Star box set that included 14 figures at 2011 SDCC San Diego ComicCon. The retail price shown here is computed for approximate value as the complete set was 129.99","/star-wars/images/thumbs/salacious-crumb-1636.jpg","C$13.69","null","C$630.48"
"1700780963-1664","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Tie Fighter Pilot (Reissue)","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/tie-fighter-pilot-reissue-1763.php","Star Wars The Vintage Collection Tie Fighter Pilot (Reissue)","Star Wars The Vintage Collection Tie Fighter Pilot (Reissue) 
Imperial pilots relied on lightning-quick reflexes and fearlessness to survive tours of duty against the Empire’s enemies, as TIE Fighters were lightly armored and lacked shields. This is the reissued with photo real technology.","/star-wars/images/thumbs/tie-fighter-pilot-reissue-1763.jpg","21","C$28.19","C$30.43"
"1700780965-1665","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Tie Fighter Pilot","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/tie-fighter-pilot-1762.php","Star Wars The Vintage Collection Tie Fighter Pilot","Star Wars The Vintage Collection Tie Fighter Pilot 
Imperial pilots relied on lightning-quick reflexes and fearlessness to survive tours of duty against the Empire’s enemies, as TIE Fighters were lightly armored and lacked shields.","/star-wars/images/thumbs/tie-fighter-pilot-1762.jpg","8","C$48.97","C$44.06"
"1700780967-1666","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Princess Leia (Slave Outfit)","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/princess-leia-slave-outfit-1764.php","Star Wars The Vintage Collection Princess Leia (Slave Outfit)","Star Wars The Vintage Collection Princess Leia (Slave Outfit) 
The figure’s clothing reflects the outfit worn by Princess Leia when she was enslaved in Return of the Jedi.","/star-wars/images/thumbs/princess-leia-slave-outfit-1764.jpg","22","C$353.09","C$339.22"
"1700780969-1667","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","B-wing Pilot (Keyan Farlander)","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/b-wing-pilot-keyan-farlander-1765.php","Star Wars The Vintage Collection B-wing Pilot (Keyan Farlander)","Star Wars The Vintage Collection B-wing Pilot (Keyan Farlander) 
Vintage collection B-wing Pilot (Keyan Farlander) as part of wave 8 released in 2011.","/star-wars/images/thumbs/b-wing-pilot-keyan-farlander-1765.jpg","26","C$57.78","C$50.23"
"1700780972-1668","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Han Solo (Endor) Reissue","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/han-solo-endor-reissue-2084.php","Star Wars The Vintage Collection Han Solo (Endor) Reissue","Star Wars The Vintage Collection Han Solo (Endor) Reissue 
Han Solo and his strike team landed on the forest moon of Endor, where they encountered Scout Troopers and were captured by Ewoks.","/star-wars/images/thumbs/han-solo-endor-reissue-2084.jpg","15","C$22.97","C$20.19"
"1700780974-1669","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Han Solo (In Trench Coat)","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/han-solo-in-trench-coat-1766.php","Star Wars The Vintage Collection Han Solo (In Trench Coat)","Star Wars The Vintage Collection Han Solo (In Trench Coat) 
The finest re-creation of the iconic Star Wars hero, Han Solo, is back with incredible detail and premium features to commemorate the memorable character. And as a tribute to the dedication of fans everywhere, we are re-releasing elements of the original packaging that harken back to the creation of Star Wars action figures, which began over 25 years ago with the Original Trilogy. Articulated action figure comes with trench coat.","/star-wars/images/thumbs/han-solo-in-trench-coat-1766.jpg","19","C$34.33","C$35.59"
"1700780976-1670","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Boba Fett (Prototype Armor)","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/boba-fett-prototype-armor-1767.php","Star Wars The Vintage Collection Boba Fett (Prototype Armor)","Star Wars The Vintage Collection Boba Fett (Prototype Armor) 
Re-enact your favorite Star Wars adventures or create brand-new ones with this Vintage Collection BOBA FETT (Prototype Armor) figure! Your figure will be awesome in battle, but your collection will be all the cooler because this version of BOBA FETT wasn’t in the original movie! Satisfy your adventure craving and your collector’s eye with this unusual figure!","/star-wars/images/thumbs/boba-fett-prototype-armor-1767.jpg","39","C$141.56","C$118.83"
"1700780978-1671","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Clone Trooper (501st Legion)","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/clone-trooper-501st-legion-1768.php","Star Wars The Vintage Collection Clone Trooper (501st Legion)","Star Wars The Vintage Collection Clone Trooper (501st Legion) 
This warrior Clone Trooper - 501st Legion figure is rendered in careful detail to look just like the character in the Star Wars: Revenge of the Sith film! He’s a fierce warrior in the intergalactic battle between good and evil. Reenact your favorite Star Wars battles or create brand new ones with this cool Clone Trooper - 501st Legion figure!","/star-wars/images/thumbs/clone-trooper-501st-legion-1768.jpg","13","C$177.78","C$178.18"
"1700780980-1672","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Nom Anor","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/nom-anor-1769.php","Star Wars The Vintage Collection Nom Anor","Star Wars The Vintage Collection Nom Anor 
This warrior Nom Anor figure is rendered in careful detail to look just like the character in the Star Wars epic! He’s a fierce warrior in the intergalactic battle between good and evil. Reenact your favorite Star Wars battles or create brand new ones with this cool Nom Anor figure!","/star-wars/images/thumbs/nom-anor-1769.jpg","29","C$77.08","C$63.79"
"1700780983-1673","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Aayla Secura","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/aayla-secura-1770.php","Star Wars The Vintage Collection Aayla Secura","Star Wars The Vintage Collection Aayla Secura 
This warrior Aayla Secura figure is rendered in careful detail to look just like the character in the Star Wars: Revenge of the Sith film! She’s a fierce warrior in the intergalactic battle between good and evil. Reenact your favorite Star Wars battles or create brand new ones with this cool Aayla Secura figure!","/star-wars/images/thumbs/aayla-secura-1770.jpg","22","C$109.65","C$88.62"
"1700780985-1674","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Dr. Evazan (Cantina Patron)","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/dr-evazan-cantina-patron-1771.php","Star Wars The Vintage Collection Dr. Evazan (Cantina Patron)","Star Wars The Vintage Collection Dr. Evazan (Cantina Patron) 
This awesome Dr. Evazan figure is rendered in careful detail to look just like the character in the Star Wars epic! He’s a fierce warrior in the intergalactic battle between good and evil. Reenact your favorite Star Wars battles or create brand new ones with this cool Dr. Evazan figure!","/star-wars/images/thumbs/dr-evazan-cantina-patron-1771.jpg","22","C$74.60","C$67.84"
"1700780987-1675","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Kithaba (Skiff Guard) Reissue","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/kithaba-skiff-guard-reissue-5500.php","Star Wars The Vintage Collection Kithaba (Skiff Guard) Reissue","Star Wars The Vintage Collection Kithaba (Skiff Guard) Reissue 
Star Wars Vintage Collection Kithaba (Reissue), a Klatooinian servant of Jabba the Hutt on Tatooine, escorted the Rebels to meet their fate at the Great Pit of Carkoon.



Reissued version includes Photo Real painting, 40th anniversary ROTJ logo and different placement of accessories in bubble.","/star-wars/images/thumbs/kithaba-skiff-guard-reissue-5500.jpg","C$23.29","null","C$29.13"
"1700780989-1676","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Kithaba (Skiff Guard)","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/kithaba-skiff-guard-1772.php","Star Wars The Vintage Collection Kithaba (Skiff Guard)","Star Wars The Vintage Collection Kithaba (Skiff Guard) 
This warrior Kithaba - Skiff Guard figure is rendered in careful detail to look just like the character in the Star Wars: Return of The Jedi film! He’s a fierce warrior in the intergalactic battle between good and evil. Reenact your favorite Star Wars battles or create brand new ones with this cool Kithaba - Skiff Guard figure! The Vintage Collection has packaging replicating the original Star Wars Figures from 1977 into the 1980s. Figures come from each of the six movies, as well as the Expanded Universe.","/star-wars/images/thumbs/kithaba-skiff-guard-1772.jpg","38","C$51.26","C$56.81"
"1700780991-1677","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Logray (Ewok Medicine Man)","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/logray-ewok-medicine-man-1773.php","Star Wars The Vintage Collection Logray (Ewok Medicine Man)","Star Wars The Vintage Collection Logray (Ewok Medicine Man) 
This awesome Logray (Ewok Medicine Man) figure is rendered in careful detail to look just like the character in the Star Wars: Return of the Jedi movie! Put his staffs in his hands for epic action!","/star-wars/images/thumbs/logray-ewok-medicine-man-1773.jpg","38","C$73.40","C$62.16"
"1700780993-1678","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","ARC Trooper Commander","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/arc-trooper-commander-1774.php","Star Wars The Vintage Collection ARC Trooper Commander","Star Wars The Vintage Collection ARC Trooper Commander 
Celebrate the legendary Star Wars saga that changed the universe forever! This collection brings to life the incredible story of good versus evil that captured our imagination and took us to a galaxy far, far away. Iconic Star Wars heroes and villains are captured with incredible detail and premium features to commemorate each epic tale in the Star Wars saga.","/star-wars/images/thumbs/arc-trooper-commander-1774.jpg","32","C$137.05","C$110.68"
"1700780996-1679","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Bom Vimdin (Cantina Patron)","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/bom-vimdin-cantina-patron-1775.php","Star Wars The Vintage Collection Bom Vimdin (Cantina Patron)","Star Wars The Vintage Collection Bom Vimdin (Cantina Patron) 
Celebrate the legendary Star Wars saga that changed the universe forever! This collection brings to life the incredible story of good versus evil that captured our imagination and took us to a galaxy far, far away. Iconic Star Wars heroes and villains are captured with incredible detail and premium features to commemorate each epic tale in the Star Wars saga.","/star-wars/images/thumbs/bom-vimdin-cantina-patron-1775.jpg","35","C$42.38","C$37.00"
"1700780998-1680","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Rebel Fleet Trooper","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/rebel-fleet-trooper-1776.php","Star Wars The Vintage Collection Rebel Fleet Trooper","Star Wars The Vintage Collection Rebel Fleet Trooper 
Celebrate the legendary Star Wars saga that changed the universe forever! This collection brings to life the incredible story of good versus evil that captured our imagination and took us to a galaxy far, far away.","/star-wars/images/thumbs/rebel-fleet-trooper-1776.jpg","27","C$42.44","C$38.96"
"1700781000-1681","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Barriss Offee (Jedi Padawan)","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/barriss-offee-jedi-padawan-1777.php","Star Wars The Vintage Collection Barriss Offee (Jedi Padawan)","Star Wars The Vintage Collection Barriss Offee (Jedi Padawan) 
This awesome Barriss Offee - Jedi Padawan figure is rendered in careful detail to look just like the character in the Star Wars: Attack of The Clones movie! Arm her with her lightsaber for epic action!","/star-wars/images/thumbs/barriss-offee-jedi-padawan-1777.jpg","29","C$60.47","C$52.03"
"1700781002-1682","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Han Solo (Bespin Outfit) Reissue","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/han-solo-bespin-outfit-reissue-1932.php","Star Wars The Vintage Collection Han Solo (Bespin Outfit) Reissue","Star Wars The Vintage Collection Han Solo (Bespin Outfit) Reissue 
Reissue of the original 2010 version. This awesome Han Solo - Bespin Outfit figure is rendered in careful detail to look just like the character in the Star Wars: The Empire Strikes Back movie! Arm him with his blaster for epic action!","/star-wars/images/thumbs/han-solo-bespin-outfit-reissue-1932.jpg","C$17.80","C$34.24","C$31.51"
"1700781004-1683","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Han Solo (Bespin Outfit)","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/han-solo-bespin-outfit-1778.php","Star Wars The Vintage Collection Han Solo (Bespin Outfit)","Star Wars The Vintage Collection Han Solo (Bespin Outfit) 
This awesome Han Solo - Bespin Outfit figure is rendered in careful detail to look just like the character in the Star Wars: The Empire Strikes Back movie! Arm him with his blaster for epic action!","/star-wars/images/thumbs/han-solo-bespin-outfit-1778.jpg","40","C$35.59","C$31.17"
"1700781006-1684","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Fi-Ek Sirch (Jedi Knight)","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/fi-ek-sirch-jedi-knight-1779.php","Star Wars The Vintage Collection Fi-Ek Sirch (Jedi Knight)","Star Wars The Vintage Collection Fi-Ek Sirch (Jedi Knight) 
The Vintage Collection has packaging replicating the original Star Wars Figures from 1977 into the 1980s. Figures come from each of the six movies, as well as the Expanded Universe.","/star-wars/images/thumbs/fi-ek-sirch-jedi-knight-1779.jpg","14","C$118.61","C$102.00"
"1700781008-1685","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Weequay (Skiff Master)","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/weequay-skiff-master-1780.php","Star Wars The Vintage Collection Weequay (Skiff Master)","Star Wars The Vintage Collection Weequay (Skiff Master) 
Based on the character from the classic The Empire Strikes Back film, this articulated action figure and his lightsaber accessory come in a reproduction of the same packaging the original figure was released in.","/star-wars/images/thumbs/weequay-skiff-master-1780.jpg","18","C$95.92","C$74.41"
"1700781011-1686","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","General Lando Calrissian (Reissue)","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/general-lando-calrissian-reissue-1931.php","Star Wars The Vintage Collection General Lando Calrissian (Reissue)","Star Wars The Vintage Collection General Lando Calrissian (Reissue) 
Reissue of original 2010 version. Celebrate the legendary Star Wars saga that changed the universe forever! This collection brings to life the incredible story of good versus evil that captured our imagination and took us to a galaxy far, far away. Iconic Star Wars heroes and villains are captured with incredible detail and premium features to commemorate each epic tale in the Star Wars saga.","/star-wars/images/thumbs/general-lando-calrissian-reissue-1931.jpg","8","C$19.16","C$18.83"
"1700781013-1687","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","General Lando Calrissian","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/general-lando-calrissian-1781.php","Star Wars The Vintage Collection General Lando Calrissian","Star Wars The Vintage Collection General Lando Calrissian 
Celebrate the legendary Star Wars saga that changed the universe forever! This collection brings to life the incredible story of good versus evil that captured our imagination and took us to a galaxy far, far away. Iconic Star Wars heroes and villains are captured with incredible detail and premium features to commemorate each epic tale in the Star Wars saga.","/star-wars/images/thumbs/general-lando-calrissian-1781.jpg","57","C$16.98","C$15.73"
"1700781015-1688","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","AT-RT Driver","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/at-rt-driver-1782.php","Star Wars The Vintage Collection AT-RT Driver","Star Wars The Vintage Collection AT-RT Driver 
Star Wars Vintage collection AT-RT Driver VC46.","/star-wars/images/thumbs/at-rt-driver-1782.jpg","C$12.32","null","C$72.68"
"1700781017-1689","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Clone Trooper (Reissue)","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/clone-trooper-reissue-1933.php","Star Wars The Vintage Collection Clone Trooper (Reissue)","Star Wars The Vintage Collection Clone Trooper (Reissue) 
Reissue of the CLONE TROOPER: Far superior to battle droids, the Clone Troopers formed the backbone of the Republic’s new military that waged war against the forces of the Confederacy of Independent Systems","/star-wars/images/thumbs/clone-trooper-reissue-1933.jpg","C$17.80","C$65.05","C$61.20"
"1700781019-1690","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Clone Trooper (AOTC)","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/clone-trooper-aotc-1783.php","Star Wars The Vintage Collection Clone Trooper (AOTC)","Star Wars The Vintage Collection Clone Trooper (AOTC) 
CLONE TROOPER: Far superior to battle droids, the Clone Troopers formed the backbone of the Republic’s new military that waged war against the forces of the Confederacy of Independent Systems","/star-wars/images/thumbs/clone-trooper-aotc-1783.jpg","C$12.32","C$56.78","C$54.78"
"1700781022-1691","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Luke Skywalker (Dagobah Landing)","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/luke-skywalker-dagobah-landing-1784.php","Star Wars The Vintage Collection Luke Skywalker (Dagobah Landing)","Star Wars The Vintage Collection Luke Skywalker (Dagobah Landing) 
Celebrate the legendary Star Wars saga that changed the universe forever! This collection brings to life the incredible story of good versus evil that captured our imagination and took us to a galaxy far, far away. Iconic Star Wars heroes and villains are captured with incredible detail and premium features to commemorate each epic tale in the Star Wars saga","/star-wars/images/thumbs/luke-skywalker-dagobah-landing-1784.jpg","13","C$122.89","C$105.30"
"1700781024-1692","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Commander Gree","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/commander-gree-1785.php","Star Wars The Vintage Collection Commander Gree","Star Wars The Vintage Collection Commander Gree 
Celebrate the legendary Star Wars saga that changed the universe forever! This collection brings to life the incredible story of good versus evil that captured our imagination and took us to a galaxy far, far away.","/star-wars/images/thumbs/commander-gree-1785.jpg","18","C$112.02","C$93.65"
"1700781026-1693","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Han Solo (Yavin Ceremony)","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/han-solo-yavin-ceremony-1786.php","Star Wars The Vintage Collection Han Solo (Yavin Ceremony)","Star Wars The Vintage Collection Han Solo (Yavin Ceremony) 
Celebrate the legendary Star Wars saga that changed the universe forever! This collection brings to life the incredible story of good versus evil that captured our imagination and took us to a galaxy far, far away.","/star-wars/images/thumbs/han-solo-yavin-ceremony-1786.jpg","16","C$64.42","C$52.66"
"1700781028-1694","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Stormtrooper (ESB)","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/stormtrooper-esb-1787.php","Star Wars The Vintage Collection Stormtrooper (ESB)","Star Wars The Vintage Collection Stormtrooper (ESB) 
Celebrate the legendary Star Wars saga that changed the universe forever! This collection brings to life the incredible story of good versus evil that captured our imagination and took us to a galaxy far, far away.","/star-wars/images/thumbs/stormtrooper-esb-1787.jpg","45","C$42.27","C$38.88"
"1700781030-1695","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Stormtrooper (ROTJ)","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/stormtrooper-rotj-4141.php","Star Wars The Vintage Collection Stormtrooper (ROTJ)","Star Wars The Vintage Collection Stormtrooper (ROTJ) 
Star Wars Vintage Collection Stormtrooper with ROTJ cardback.","/star-wars/images/thumbs/stormtrooper-rotj-4141.jpg","23","C$121.59","C$150.29"
"1700781032-1696","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","R5-D4","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/r5-d4-1788.php","Star Wars The Vintage Collection R5-D4","Star Wars The Vintage Collection R5-D4 
May the Force be with you! Collect a piece of saga history with this incredibly detailed R5-D4 figure! Based on the character from the classic Star Wars film, this articulated action figure comes in a reproduction of the same packaging the original figure was released in","/star-wars/images/thumbs/r5-d4-1788.jpg","17","C$78.12","C$67.49"
"1700781035-1697","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Luke Skywalker (Death Star Escape)","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/luke-skywalker-death-star-escape-1789.php","Star Wars The Vintage Collection Luke Skywalker (Death Star Escape)","Star Wars The Vintage Collection Luke Skywalker (Death Star Escape) 
Star Wars Vintage - Luke Skywalker (Death Star Escape) VC39.","/star-wars/images/thumbs/luke-skywalker-death-star-escape-1789.jpg","22","C$63.16","C$55.62"
"1700781037-1698","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Clone Trooper (212th Battalion)","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/clone-trooper-212th-battalion-1790.php","Star Wars The Vintage Collection Clone Trooper (212th Battalion)","Star Wars The Vintage Collection Clone Trooper (212th Battalion) 
Star Wars Vintage -Clone Trooper (212th Battalion) VC38.","/star-wars/images/thumbs/clone-trooper-212th-battalion-1790.jpg","10","C$82.24","C$75.10"
"1700781039-1699","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Super Battle Droid","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/super-battle-droid-1793.php","Star Wars The Vintage Collection Super Battle Droid","Star Wars The Vintage Collection Super Battle Droid 
May the Force be with you! Collect a piece of saga history with this incredibly detailed Super Battle Droid figure! Based on the character from the Attack of the Clones film, this action figure and his accessories come in a reproduction of the packaging from when the first films and figures were released.","/star-wars/images/thumbs/super-battle-droid-1793.jpg","10","C$93.65","C$79.15"
