web-scraper-order,web-scraper-start-url,build_a_figure_link,build_a_figure_link-href,figure_link,figure_link-href,name,description,image-src,price
"1700700785-1195","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Cull Obsidian","https://www.actionfigure411.com/marvel/marvel-legends-avengers-infinity-war-cull-obsidian-baf-wave-2-price-guide.php","Ant Man","https://www.actionfigure411.com/marvel/marvel-legends-cull-obsidian-ant-man-1035.php","Marvel Legends Ant Man Cull Obsidian Build A Figure","Marvel Legends Ant Man Cull Obsidian Build A Figure 
With a specialized suit engineered by Pym Technologies, Scott Lang suits up as Ant-Man and gets ready for any battle, big or small. Includes Left Leg to complete Cull Obsidian Build A Figure. Target DPCI: 087-06-0553","/marvel/images/thumbs/ant-man-1035.jpg","C$22.83"
"1700700790-1196","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Crimson Dynamo","https://www.actionfigure411.com/marvel/marvel-legends-black-widow-crimson-dynamo-baf-wave-1-price-guide.php","Yelena Belova","https://www.actionfigure411.com/marvel/marvel-legends-crimson-dynamo-yelena-belova-1351.php","Marvel Legends Yelena Belova Crimson Dynamo Build A Figure","Marvel Legends Yelena Belova Crimson Dynamo Build A Figure 
A product of the Red Room's ruthless training program, Yelena Belova is a fiery assassin. Includes torso to complete Crimson Dynamo Build-A-Figure.","/marvel/images/thumbs/yelena-belova-1351.jpg","C$36.35"
"1700700792-1197","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Crimson Dynamo","https://www.actionfigure411.com/marvel/marvel-legends-black-widow-crimson-dynamo-baf-wave-1-price-guide.php","Winter Soldier","https://www.actionfigure411.com/marvel/marvel-legends-crimson-dynamo-winter-soldier-1355.php","Marvel Legends Winter Soldier Crimson Dynamo Build A Figure","Marvel Legends Winter Soldier Crimson Dynamo Build A Figure 
Winter Soldier is a fierce combatant and an asset in battle, no matter which team he fights for. Includes head to complete Crimson Dynamo Build-A-Figure.","/marvel/images/thumbs/winter-soldier-1355.jpg","C$45.82"
"1700700794-1198","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Crimson Dynamo","https://www.actionfigure411.com/marvel/marvel-legends-black-widow-crimson-dynamo-baf-wave-1-price-guide.php","Taskmaster","https://www.actionfigure411.com/marvel/marvel-legends-crimson-dynamo-taskmaster-1352.php","Marvel Legends Taskmaster Crimson Dynamo Build A Figure","Marvel Legends Taskmaster Crimson Dynamo Build A Figure 
Taskmaster is armed with the ability to mimic an enemy's every move. Does not include a BAF part.","/marvel/images/thumbs/taskmaster-1352.jpg","C$36.75"
"1700700796-1199","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Crimson Dynamo","https://www.actionfigure411.com/marvel/marvel-legends-black-widow-crimson-dynamo-baf-wave-1-price-guide.php","Spymaster","https://www.actionfigure411.com/marvel/marvel-legends-crimson-dynamo-spymaster-1356.php","Marvel Legends Spymaster Crimson Dynamo Build A Figure","Marvel Legends Spymaster Crimson Dynamo Build A Figure 
An undercover operative skilled in sabotage, Spymaster possesses superb fighting capabilities. Includes right leg to complete Crimson Dynamo Build-A-Figure.","/marvel/images/thumbs/spymaster-1356.jpg","C$13.06"
"1700700798-1200","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Crimson Dynamo","https://www.actionfigure411.com/marvel/marvel-legends-black-widow-crimson-dynamo-baf-wave-1-price-guide.php","Red Guardian","https://www.actionfigure411.com/marvel/marvel-legends-crimson-dynamo-red-guardian-1354.php","Marvel Legends Red Guardian Crimson Dynamo Build A Figure","Marvel Legends Red Guardian Crimson Dynamo Build A Figure 
Alexei Shostakov is a super soldier and spy who has lived a lifetime of triumph during the Cold War. Includes left arm to complete Crimson Dynamo Build-A-Figure.","/marvel/images/thumbs/red-guardian-1354.jpg","C$23.83"
"1700700801-1201","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Crimson Dynamo","https://www.actionfigure411.com/marvel/marvel-legends-black-widow-crimson-dynamo-baf-wave-1-price-guide.php","Crossbones","https://www.actionfigure411.com/marvel/marvel-legends-crimson-dynamo-crossbones-1353.php","Marvel Legends Crossbones Crimson Dynamo Build A Figure","Marvel Legends Crossbones Crimson Dynamo Build A Figure 
Crossbones makes it his mission to take out Captain America, no matter the loss of life at stake. Includes right arm to complete Crimson Dynamo Build-A-Figure.","/marvel/images/thumbs/crossbones-1353.jpg","C$34.65"
"1700700803-1202","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Crimson Dynamo","https://www.actionfigure411.com/marvel/marvel-legends-black-widow-crimson-dynamo-baf-wave-1-price-guide.php","Crimson Dynamo (BAF)","https://www.actionfigure411.com/marvel/marvel-legends-crimson-dynamo-crimson-dynamo-baf-1357.php","Marvel Legends Crimson Dynamo (BAF) Crimson Dynamo Build A Figure","Marvel Legends Crimson Dynamo (BAF) Crimson Dynamo Build A Figure 
Crimson Dynamo BAF released as part of the Black Widow Marvel Legends set.","/marvel/images/thumbs/crimson-dynamo-baf-1357.jpg","C$87.74"
"1700700805-1203","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Crimson Dynamo","https://www.actionfigure411.com/marvel/marvel-legends-black-widow-crimson-dynamo-baf-wave-1-price-guide.php","Black Widow","https://www.actionfigure411.com/marvel/marvel-legends-crimson-dynamo-black-widow-1350.php","Marvel Legends Black Widow Crimson Dynamo Build A Figure","Marvel Legends Black Widow Crimson Dynamo Build A Figure 
Natasha Romanoff reunites with a group of spies from her past to stop a lethal force. Enter the world of Marvel's Black Widow movie with Legends Series figures! Includes left leg to complete Crimson Dynamo Build-A-Figure.","/marvel/images/thumbs/black-widow-1350.jpg","C$47.38"
"1700700809-1204","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Cosmo","https://www.actionfigure411.com/marvel/marvel-legends-guardians-of-the-galaxy-volume-3-cosmo-baf-wave-1-price-guide.php","Star-Lord","https://www.actionfigure411.com/marvel/marvel-legends-cosmo-star-lord-5913.php","Marvel Legends Star-Lord Cosmo Build A Figure","Marvel Legends Star-Lord Cosmo Build A Figure 
Peter Quill must do whatever it takes to save a friend whose life is in danger. 


Does not include a Build-A-Figure part.","/marvel/images/thumbs/star-lord-5913.jpg","C$23.08"
"1700700812-1205","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Cosmo","https://www.actionfigure411.com/marvel/marvel-legends-guardians-of-the-galaxy-volume-3-cosmo-baf-wave-1-price-guide.php","Rocket","https://www.actionfigure411.com/marvel/marvel-legends-cosmo-rocket-5917.php","Marvel Legends Rocket Cosmo Build A Figure","Marvel Legends Rocket Cosmo Build A Figure 
As Rocket takes on more leadership duties within the Guardians of the Galaxy, his past actions have consequences that come back to haunt him.



Includes torso BAF part to complete Cosmo Build-A-Figure.","/marvel/images/thumbs/rocket-5917.jpg","C$32.05"
"1700700814-1206","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Cosmo","https://www.actionfigure411.com/marvel/marvel-legends-guardians-of-the-galaxy-volume-3-cosmo-baf-wave-1-price-guide.php","Nebula","https://www.actionfigure411.com/marvel/marvel-legends-cosmo-nebula-5916.php","Marvel Legends Nebula Cosmo Build A Figure","Marvel Legends Nebula Cosmo Build A Figure 
Since helping the Avengers defeat her adoptive father, Nebula has become a full-fledged member of the Guardians of the Galaxy who show her the true meaning of family.



Includes left rear leg BAF part to complete Cosmo Build-A-Figure.","/marvel/images/thumbs/nebula-5916.jpg","C$23.73"
"1700700818-1207","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Cosmo","https://www.actionfigure411.com/marvel/marvel-legends-guardians-of-the-galaxy-volume-3-cosmo-baf-wave-1-price-guide.php","Kraglin","https://www.actionfigure411.com/marvel/marvel-legends-cosmo-kraglin-5919.php","Marvel Legends Kraglin Cosmo Build A Figure","Marvel Legends Kraglin Cosmo Build A Figure 
Former first mate of Yondu and Ravager who fought alongside the Avengers against Thanos, Kraglin sets off with the Guardians to protect the galaxy.



Includes left front leg BAF part to complete Cosmo Build-A-Figure.","/marvel/images/thumbs/kraglin-5919.jpg","C$29.46"
"1700700820-1208","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Cosmo","https://www.actionfigure411.com/marvel/marvel-legends-guardians-of-the-galaxy-volume-3-cosmo-baf-wave-1-price-guide.php","Drax","https://www.actionfigure411.com/marvel/marvel-legends-cosmo-drax-5914.php","Marvel Legends Drax Cosmo Build A Figure","Marvel Legends Drax Cosmo Build A Figure 
Drax finally dons a shirt and becomes a more active member of the Guardians by helping set up their new headquarters--but he still has trouble thinking before he acts.



Includes right front leg BAF part to complete Cosmo Build-A-Figure.","/marvel/images/thumbs/drax-5914.jpg","C$23.73"
"1700700822-1209","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Cosmo","https://www.actionfigure411.com/marvel/marvel-legends-guardians-of-the-galaxy-volume-3-cosmo-baf-wave-1-price-guide.php","Cosmo (BAF)","https://www.actionfigure411.com/marvel/marvel-legends-cosmo-cosmo-baf-5920.php","Marvel Legends Cosmo (BAF) Cosmo Build A Figure","Marvel Legends Cosmo (BAF) Cosmo Build A Figure 
Guardians of the Galaxy Volume 3 Cosmo Build-A-Figure.","/marvel/images/thumbs/cosmo-baf-5920.jpg","C$105.12"
"1700700824-1210","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Cosmo","https://www.actionfigure411.com/marvel/marvel-legends-guardians-of-the-galaxy-volume-3-cosmo-baf-wave-1-price-guide.php","Adam Warlock","https://www.actionfigure411.com/marvel/marvel-legends-cosmo-adam-warlock-5918.php","Marvel Legends Adam Warlock Cosmo Build A Figure","Marvel Legends Adam Warlock Cosmo Build A Figure 
With his cosmic powers and super-human strength, Adam Warlock is sent by the Sovereign to seek revenge on the Guardians of the Galaxy who have humiliated them.



Includes tail BAF part to complete Cosmo Build-A-Figure.","/marvel/images/thumbs/adam-warlock-5918.jpg","C$23.82"
"1700700829-1211","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Controller","https://www.actionfigure411.com/marvel/marvel-legends-marvel-comics-controller-baf-wave-1-price-guide.php","Thor (Herald of Galactus)","https://www.actionfigure411.com/marvel/marvel-legends-controller-thor-herald-of-galactus-4027.php","Marvel Legends Thor (Herald of Galactus) Controller Build A Figure","Marvel Legends Thor (Herald of Galactus) Controller Build A Figure 
Thor does the unthinkable when he becomes the newest Herald of Galactus, aligning with the Great Devourer to stop an even greater threat!



Includes head to complete Controller BAF","/marvel/images/thumbs/thor-herald-of-galactus-4027.jpg","C$20.34"
"1700700831-1212","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Controller","https://www.actionfigure411.com/marvel/marvel-legends-marvel-comics-controller-baf-wave-1-price-guide.php","Speedball","https://www.actionfigure411.com/marvel/marvel-legends-controller-speedball-4025.php","Marvel Legends Speedball Controller Build A Figure","Marvel Legends Speedball Controller Build A Figure 
When Robbie Baldwin is exposed to an extra-dimensional energy source, he becomes Speedball, able to project a kinetic energy field allowing him to bounce like a super-powered rubber ball! 


Includes torso to complete Controller BAF","/marvel/images/thumbs/speedball-4025.jpg","C$19.62"
"1700700833-1213","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Controller","https://www.actionfigure411.com/marvel/marvel-legends-marvel-comics-controller-baf-wave-1-price-guide.php","Quake","https://www.actionfigure411.com/marvel/marvel-legends-controller-quake-4029.php","Marvel Legends Quake Controller Build A Figure","Marvel Legends Quake Controller Build A Figure 
Able to project powerful seismic waves, Daisy Johnson aka Quake is the first of Nick Fury’s Secret Warriors, and one of his most trusted operatives.



Includes left arm to complete Controller BAF","/marvel/images/thumbs/quake-4029.jpg","C$28.04"
"1700700835-1214","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Controller","https://www.actionfigure411.com/marvel/marvel-legends-marvel-comics-controller-baf-wave-1-price-guide.php","Madame Hydra","https://www.actionfigure411.com/marvel/marvel-legends-controller-madame-hydra-4028.php","Marvel Legends Madame Hydra Controller Build A Figure","Marvel Legends Madame Hydra Controller Build A Figure 
The woman once known as Viper assumes command of Hydra, taking the title of Madame Hydra and turning the organization into her personal army.



Includes right leg to complete Controller BAF","/marvel/images/thumbs/madame-hydra-4028.jpg","C$23.20"
"1700700837-1215","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Controller","https://www.actionfigure411.com/marvel/marvel-legends-marvel-comics-controller-baf-wave-1-price-guide.php","Iron Man (Model 70)","https://www.actionfigure411.com/marvel/marvel-legends-controller-iron-man-model-70-4024.php","Marvel Legends Iron Man (Model 70) Controller Build A Figure","Marvel Legends Iron Man (Model 70) Controller Build A Figure 
Tony Stark resolves to get back to basics, donning a new stripped-down Iron Man armor inspired by his most classic designs. Does not include a BAF piece.","/marvel/images/thumbs/iron-man-model-70-4024.jpg","C$23.45"
"1700700840-1216","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Controller","https://www.actionfigure411.com/marvel/marvel-legends-marvel-comics-controller-baf-wave-1-price-guide.php","Controller (BAF)","https://www.actionfigure411.com/marvel/marvel-legends-controller-controller-baf-4031.php","Marvel Legends Controller (BAF) Controller Build A Figure","Marvel Legends Controller (BAF) Controller Build A Figure 
Marvel's Controller BAF figure released in 2022.","/marvel/images/thumbs/controller-baf-4031.jpg","C$32.61"
"1700700842-1217","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Controller","https://www.actionfigure411.com/marvel/marvel-legends-marvel-comics-controller-baf-wave-1-price-guide.php","Blue Marvel","https://www.actionfigure411.com/marvel/marvel-legends-controller-blue-marvel-4026.php","Marvel Legends Blue Marvel Controller Build A Figure","Marvel Legends Blue Marvel Controller Build A Figure 
Adam Brashear has overcome evils large and small as the Blue Marvel, a super-adventurer and genius scientist who tackles the universe’s most complex problems. 


Includes left leg to complete Controller BAF","/marvel/images/thumbs/blue-marvel-4026.jpg","C$22.56"
"1700700844-1218","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Controller","https://www.actionfigure411.com/marvel/marvel-legends-marvel-comics-controller-baf-wave-1-price-guide.php","U.S. Agent","https://www.actionfigure411.com/marvel/marvel-legends-controller-u-s-agent-4030.php","Marvel Legends U.S. Agent Controller Build A Figure","Marvel Legends U.S. Agent Controller Build A Figure 
Originally appointed by the US Government to replace Steve Rogers as Captain America, U.S. Agent John Walker must balance his moral compass against his duty to his country.



Includes right arm to complete Controller BAF","/marvel/images/thumbs/u-s-agent-4030.jpg","C$25.28"
"1700700848-1219","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Colossus","https://www.actionfigure411.com/marvel/marvel-legends-xmen-age-of-apocalypse-colossus-baf-wave-1-price-guide.php","Shadowcat","https://www.actionfigure411.com/marvel/marvel-legends-colossus-shadowcat-2819.php","Marvel Legends Shadowcat Colossus Build A Figure","Marvel Legends Shadowcat Colossus Build A Figure 
After being captured by Sabretooth, Katherine Pryde becomes the youngest member of the X-Men and trains to become the team's ghost assassin. Includes alternate hands, claws and torso to complete Colossus Build-A-Figure.","/marvel/images/thumbs/shadowcat-2819.jpg","C$24.21"
"1700700850-1220","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Colossus","https://www.actionfigure411.com/marvel/marvel-legends-xmen-age-of-apocalypse-colossus-baf-wave-1-price-guide.php","Sabretooth","https://www.actionfigure411.com/marvel/marvel-legends-colossus-sabretooth-2817.php","Marvel Legends Sabretooth Colossus Build A Figure","Marvel Legends Sabretooth Colossus Build A Figure 
Cyclops helps prisoners escape from Apocalypse's prison camps in an attempt to be a force for good in a harsh dystopian future. Includes alternate head, hands and head to complete Colossus Build-A-Figure.","/marvel/images/thumbs/sabretooth-2817.jpg","C$23.71"
"1700700853-1221","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Colossus","https://www.actionfigure411.com/marvel/marvel-legends-xmen-age-of-apocalypse-colossus-baf-wave-1-price-guide.php","Rogue","https://www.actionfigure411.com/marvel/marvel-legends-colossus-rogue-2815.php","Marvel Legends Rogue Colossus Build A Figure","Marvel Legends Rogue Colossus Build A Figure 
Rogue moves her way up the ranks of Magneto's X-Men, eventually leading a team of mutants to prevent the culling of humankind. Includes alternate hands and right arm to complete Colossus Build-A-Figure.","/marvel/images/thumbs/rogue-2815.jpg","C$15.92"
"1700700855-1222","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Colossus","https://www.actionfigure411.com/marvel/marvel-legends-xmen-age-of-apocalypse-colossus-baf-wave-1-price-guide.php","Magneto","https://www.actionfigure411.com/marvel/marvel-legends-colossus-magneto-2814.php","Marvel Legends Magneto Colossus Build A Figure","Marvel Legends Magneto Colossus Build A Figure 
Magneto casts off his anti-human sentiments and carries on Xavier's dream of peaceful coexistence, thereby founding the X-Men. Includes alternate head, hands and effects. Does not include a BAF part.","/marvel/images/thumbs/magneto-2814.jpg","C$19.46"
"1700700857-1223","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Colossus","https://www.actionfigure411.com/marvel/marvel-legends-xmen-age-of-apocalypse-colossus-baf-wave-1-price-guide.php","Legion","https://www.actionfigure411.com/marvel/marvel-legends-colossus-legion-2820.php","Marvel Legends Legion Colossus Build A Figure","Marvel Legends Legion Colossus Build A Figure 
The son of Charles Xavier, Legion got his incredible mind from his legendary father, but must balance unimaginable mutant powers with his mental illness. Includes alternate hands and right leg to complete Colossus Build-A-Figure.","/marvel/images/thumbs/legion-2820.jpg","C$23.98"
"1700700859-1224","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Colossus","https://www.actionfigure411.com/marvel/marvel-legends-xmen-age-of-apocalypse-colossus-baf-wave-1-price-guide.php","Iceman","https://www.actionfigure411.com/marvel/marvel-legends-colossus-iceman-2818.php","Marvel Legends Iceman Colossus Build A Figure","Marvel Legends Iceman Colossus Build A Figure 
Iceman joins with the X-Men to stop Apocalypse and prevent the catastrophic culling of humankind in a harsh dystopian future. Includes alternate hands and right arm to complete Colossus Build-A-Figure.","/marvel/images/thumbs/iceman-2818.jpg","C$28.43"
"1700700861-1225","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Colossus","https://www.actionfigure411.com/marvel/marvel-legends-xmen-age-of-apocalypse-colossus-baf-wave-1-price-guide.php","Cyclops","https://www.actionfigure411.com/marvel/marvel-legends-colossus-cyclops-2816.php","Marvel Legends Cyclops Colossus Build A Figure","Marvel Legends Cyclops Colossus Build A Figure 
Cyclops helps prisoners escape from Apocalypse's prison camps in an attempt to be a force for good in a harsh dystopian future. Includes left leg to complete Colossus Build-A-Figure.","/marvel/images/thumbs/cyclops-2816.jpg","C$16.81"
"1700700863-1226","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Colossus","https://www.actionfigure411.com/marvel/marvel-legends-xmen-age-of-apocalypse-colossus-baf-wave-1-price-guide.php","Colossus (BAF)","https://www.actionfigure411.com/marvel/marvel-legends-colossus-colossus-baf-2821.php","Marvel Legends Colossus (BAF) Colossus Build A Figure","Marvel Legends Colossus (BAF) Colossus Build A Figure 
Colossus Build-A-Figure as part of the Xmen: Age of Apocalypse BAF series released in 2021.","/marvel/images/thumbs/colossus-baf-2821.jpg","C$48.11"
"1700700868-1227","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Ch'od","https://www.actionfigure411.com/marvel/marvel-legends-xmen-generation-x-chod-baf-wave-1-price-guide.php","Monet St. Croix","https://www.actionfigure411.com/marvel/marvel-legends-chod-monet-st-croix-5599.php","Marvel Legends Monet St. Croix Ch'od Build A Figure","Marvel Legends Monet St. Croix Ch'od Build A Figure 
Monet St. Croix studies to become the next generation of X-Men at the Massachusetts Academy while unraveling her mysterious connection to some of the team’s greatest enemies.



Includes left leg to complete Ch'od Build-A-Figure.","/marvel/images/thumbs/monet-st-croix-5599.jpg","null"
"1700700870-1228","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Ch'od","https://www.actionfigure411.com/marvel/marvel-legends-xmen-generation-x-chod-baf-wave-1-price-guide.php","Kid Omega","https://www.actionfigure411.com/marvel/marvel-legends-chod-kid-omega-5601.php","Marvel Legends Kid Omega Ch'od Build A Figure","Marvel Legends Kid Omega Ch'od Build A Figure 
Omega-level telepath Quentin Quire, inspired by the attempt of Professor Xavier’s life, joins the mutant nation Krakoa’s new secret defense team, X-Force, as Kid Omega.



Includes torso to complete Ch'od Build-A-Figure.","/marvel/images/thumbs/kid-omega-5601.jpg","null"
"1700700872-1229","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Ch'od","https://www.actionfigure411.com/marvel/marvel-legends-xmen-generation-x-chod-baf-wave-1-price-guide.php","Fang","https://www.actionfigure411.com/marvel/marvel-legends-chod-fang-5598.php","Marvel Legends Fang Ch'od Build A Figure","Marvel Legends Fang Ch'od Build A Figure 
Wolverine takes advantage of his likeness to Imperial Guard Fang and impersonates him to infiltrate the Shi’ar



Includes head to complete Ch'od Build-A-Figure.","/marvel/images/thumbs/fang-5598.jpg","null"
"1700700874-1230","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Ch'od","https://www.actionfigure411.com/marvel/marvel-legends-xmen-generation-x-chod-baf-wave-1-price-guide.php","Emma Frost","https://www.actionfigure411.com/marvel/marvel-legends-chod-emma-frost-5597.php","Marvel Legends Emma Frost Ch'od Build A Figure","Marvel Legends Emma Frost Ch'od Build A Figure 
The former Hellfire Club White Queen must grapple with her teammates’ misgivings about her joining the X-Men, as well as her own.



Includes right leg to complete Ch'od Build-A-Figure.","/marvel/images/thumbs/emma-frost-5597.jpg","null"
"1700700878-1231","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Ch'od","https://www.actionfigure411.com/marvel/marvel-legends-xmen-generation-x-chod-baf-wave-1-price-guide.php","Corsair","https://www.actionfigure411.com/marvel/marvel-legends-chod-corsair-5600.php","Marvel Legends Corsair Ch'od Build A Figure","Marvel Legends Corsair Ch'od Build A Figure 
Cyclops' world is forever changed when Starjammer Captain and cavalier space pirate Corsair reveals he’s Christopher Summers, Scott’s long-lost father.



Includes right arm to complete Ch'od Build-A-Figure.","/marvel/images/thumbs/corsair-5600.jpg","null"
"1700700881-1232","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Ch'od","https://www.actionfigure411.com/marvel/marvel-legends-xmen-generation-x-chod-baf-wave-1-price-guide.php","Chamber","https://www.actionfigure411.com/marvel/marvel-legends-chod-chamber-5602.php","Marvel Legends Chamber Ch'od Build A Figure","Marvel Legends Chamber Ch'od Build A Figure 
At the Massachusetts Academy and as a member of Generation X, Chamber learns to manage his biokinetic flame which covers his chest and face.



Includes left arm to complete Ch'od Build-A-Figure.","/marvel/images/thumbs/chamber-5602.jpg","null"
"1700700883-1233","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Ch'od","https://www.actionfigure411.com/marvel/marvel-legends-xmen-generation-x-chod-baf-wave-1-price-guide.php","Ch'od (BAF)","https://www.actionfigure411.com/marvel/marvel-legends-chod-chod-baf-5603.php","Marvel Legends Ch'od (BAF) Ch'od Build A Figure","Marvel Legends Ch'od (BAF) Ch'od Build A Figure 
Ch'od Build-A-Figure","/marvel/images/thumbs/chod-baf-5603.jpg","null"
"1700700887-1234","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Cassie Lang","https://www.actionfigure411.com/marvel/marvel-legends-antman-the-wasp-quantumania-cassie-lang-baf-wave-1-price-guide.php","Wasp","https://www.actionfigure411.com/marvel/marvel-legends-cassie-lang-wasp-5814.php","Marvel Legends Wasp Cassie Lang Build A Figure","Marvel Legends Wasp Cassie Lang Build A Figure 
Hope Van Dyne is now the leader of Pym Van Dyne Industries, a global organization focused on improving life on Earth with groundbreaking technology.



Includes right leg to complete Cassie Lang Build-A-Figure.","/marvel/images/thumbs/wasp-5814.jpg","C$22.91"
"1700700889-1235","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Cassie Lang","https://www.actionfigure411.com/marvel/marvel-legends-antman-the-wasp-quantumania-cassie-lang-baf-wave-1-price-guide.php","Ultron","https://www.actionfigure411.com/marvel/marvel-legends-cassie-lang-ultron-5816.php","Marvel Legends Ultron Cassie Lang Build A Figure","Marvel Legends Ultron Cassie Lang Build A Figure 
Robot. Maniacal genius. Science experiment gone wrong. Ultron is the supreme weapon of mass destruction and a mortal threat to his creator Hank Pym, the Avengers, and all humankind.



Includes left arm to complete Cassie Lang Build-A-Figure.","/marvel/images/thumbs/ultron-5816.jpg","C$32.30"
"1700700892-1236","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Cassie Lang","https://www.actionfigure411.com/marvel/marvel-legends-antman-the-wasp-quantumania-cassie-lang-baf-wave-1-price-guide.php","Kang The Conqueror","https://www.actionfigure411.com/marvel/marvel-legends-cassie-lang-kang-the-conqueror-5815.php","Marvel Legends Kang The Conqueror Cassie Lang Build A Figure","Marvel Legends Kang The Conqueror Cassie Lang Build A Figure 
Kang, a fearsome warlord with a mysterious past, has conquered the Quantum Realm and rules over all citizens with a brutal totalitarian hand.



Includes head to complete Cassie Lang Build-A-Figure.","/marvel/images/thumbs/kang-the-conqueror-5815.jpg","C$33.27"
"1700700894-1237","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Cassie Lang","https://www.actionfigure411.com/marvel/marvel-legends-antman-the-wasp-quantumania-cassie-lang-baf-wave-1-price-guide.php","Future Ant-Man","https://www.actionfigure411.com/marvel/marvel-legends-cassie-lang-future-ant-man-5819.php","Marvel Legends Future Ant-Man Cassie Lang Build A Figure","Marvel Legends Future Ant-Man Cassie Lang Build A Figure 
With a sleek new costume and honed capabilities, the new Ant-Man from the future carries on the heroic legacy of Hank Pym, Scott Lang, and Eric O’Grady.



Includes right arm to complete Cassie Lang Build-A-Figure.","/marvel/images/thumbs/future-ant-man-5819.jpg","C$27.67"
"1700700896-1238","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Cassie Lang","https://www.actionfigure411.com/marvel/marvel-legends-antman-the-wasp-quantumania-cassie-lang-baf-wave-1-price-guide.php","Egghead","https://www.actionfigure411.com/marvel/marvel-legends-cassie-lang-egghead-5817.php","Marvel Legends Egghead Cassie Lang Build A Figure","Marvel Legends Egghead Cassie Lang Build A Figure 
An egg-slinging scientific genius, Dr. Elihas Starr began as a criminal underdog and rose to become a worthy adversary of Ant-Man and the Avengers.



Includes torso to complete Cassie Lang Build-A-Figure.","/marvel/images/thumbs/egghead-5817.jpg","C$29.85"
"1700700898-1239","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Cassie Lang","https://www.actionfigure411.com/marvel/marvel-legends-antman-the-wasp-quantumania-cassie-lang-baf-wave-1-price-guide.php","Crossfire","https://www.actionfigure411.com/marvel/marvel-legends-cassie-lang-crossfire-5818.php","Marvel Legends Crossfire Cassie Lang Build A Figure","Marvel Legends Crossfire Cassie Lang Build A Figure 
Ex-CIA agent William Cross uses his espionage training and brainwashing technology to wreak havoc on superhumans with chaos as his goal.



Includes left leg to complete Cassie Lang Build-A-Figure.","/marvel/images/thumbs/crossfire-5818.jpg","C$36.77"
"1700700900-1240","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Cassie Lang","https://www.actionfigure411.com/marvel/marvel-legends-antman-the-wasp-quantumania-cassie-lang-baf-wave-1-price-guide.php","Cassie Lang (BAF)","https://www.actionfigure411.com/marvel/marvel-legends-cassie-lang-cassie-lang-baf-5820.php","Marvel Legends Cassie Lang (BAF) Cassie Lang Build A Figure","Marvel Legends Cassie Lang (BAF) Cassie Lang Build A Figure 
Cassie Lang Build-A-Figure released in 2023 as part of the Ant-Man & The Wasp Quantumania movie release.","/marvel/images/thumbs/cassie-lang-baf-5820.jpg","C$61.20"
