web-scraper-order,web-scraper-start-url,action_figure_link,action_figure_link-href,name,image-src,price,description
"1700692260-446","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","Ezra Bridger (Lothal)","https://www.actionfigure411.com/star-wars/6-black-series/galaxy/ezra-bridger-lothal-7205.php","Star Wars 6"" Black Series Ezra Bridger (Lothal)","/star-wars/images/thumbs/ezra-bridger-lothal-7205.jpg","C$36.81","Star Wars 6"" Black Series Ezra Bridger (Lothal) 
STAR WARS The Black Series Ezra Bridger (Lothal) action figure from Ahsoka live action tv series on Disney plus."
"1700692262-447","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","Ahsoka Tano (Ahsoka)","https://www.actionfigure411.com/star-wars/6-black-series/galaxy/ahsoka-tano-ahsoka-7128.php","Star Wars 6"" Black Series Ahsoka Tano (Ahsoka)","/star-wars/images/thumbs/ahsoka-tano-ahsoka-7128.jpg","C$39.78","Star Wars 6"" Black Series Ahsoka Tano (Ahsoka) 
Set after the fall of the Empire, Ahsoka follows former Jedi Knight Ahsoka Tano as she investigates an emerging threat to a vulnerable galaxy. This Star Wars The Black Series 6-Inch Ahsoka Tano (Ahsoka) Action Figure includes two lightsabers."
"1700692264-448","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","The Mandalorian, Ahsoka Tano & Grogu 3 Pack","https://www.actionfigure411.com/star-wars/6-black-series/galaxy/the-mandalorian-ahsoka-tano-grogu-3-pack-5227.php","Star Wars 6"" Black Series The Mandalorian, Ahsoka Tano & Grogu 3 Pack","/star-wars/images/thumbs/the-mandalorian-ahsoka-tano-grogu-3-pack-5227.jpg","C$116.13","Star Wars 6"" Black Series The Mandalorian, Ahsoka Tano & Grogu 3 Pack 
The Mandalorian seeks out Ahsoka Tano to help reveal the Child’s past and light the way to his future. Includes five accessories."
"1700692266-449","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","Kit Fisto","https://www.actionfigure411.com/star-wars/6-black-series/force-awakens-2015-2018/kit-fisto-1406.php","Star Wars 6"" Black Series Kit Fisto","/star-wars/images/thumbs/kit-fisto-1406.jpg","C$46.28","Star Wars 6"" Black Series Kit Fisto 
Kit Fisto was a Nautolan Jedi Master during the last years of the Galactic Republic. He was among the Jedi who fought in the Battle of Geonosis and was one of the few survivors out of the 200 Jedi who fought in the battle."
"1700692268-450","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","Obi Wan Kenobi (Jedi Knight)","https://www.actionfigure411.com/star-wars/6-black-series/force-awakens-2015-2018/obi-wan-kenobi-jedi-knight-1344.php","Star Wars 6"" Black Series Obi Wan Kenobi (Jedi Knight)","/star-wars/images/thumbs/obi-wan-kenobi-jedi-knight-1344.jpg","C$46.22","Star Wars 6"" Black Series Obi Wan Kenobi (Jedi Knight) 
Obi Wan Kenobi became a general in the Army of the Republic as the clone Wars continued, having many adventures with Anakin Skywalker."
"1700692270-451","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","Anakin Skywalker (Padawan)","https://www.actionfigure411.com/star-wars/6-black-series/force-awakens-2015-2018/anakin-skywalker-padawan-1343.php","Star Wars 6"" Black Series Anakin Skywalker (Padawan)","/star-wars/images/thumbs/anakin-skywalker-padawan-1343.jpg","C$41.03","Star Wars 6"" Black Series Anakin Skywalker (Padawan) 
A hero of the clone Wars, Anakin was caring and compassionate, but also had a fear of loss that would prove to be his downfall."
"1700692272-452","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","Plo Koon","https://www.actionfigure411.com/star-wars/6-black-series/force-awakens-2015-2018/plo-koon-1405.php","Star Wars 6"" Black Series Plo Koon","/star-wars/images/thumbs/plo-koon-1405.jpg","C$82.20","Star Wars 6"" Black Series Plo Koon 
Plo Koon was a Kel Dor Jedi Master serving as a member of the Jedi High Council during the last years of the Galactic Republic. He was among the Jedi who participated in the Battle of Geonosis. He became a High Jedi General in the Clone Wars."
"1700692275-453","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","Geonosis Battle Droid","https://www.actionfigure411.com/star-wars/6-black-series/force-awakens-2015-2018/geonosis-battle-droid-1404.php","Star Wars 6"" Black Series Geonosis Battle Droid","/star-wars/images/thumbs/geonosis-battle-droid-1404.jpg","C$40.66","Star Wars 6"" Black Series Geonosis Battle Droid 
Each 6-inch-scale Battle Droid figure is carefully detailed to look like it's appearance in the film Attack of the Clones. Thee Battle Droid features premium details and multiple points of articulation, and includes character-inspired accessories."
"1700692277-454","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","Count Dooku","https://www.actionfigure411.com/star-wars/6-black-series/force-awakens-2015-2018/count-dooku-1403.php","Star Wars 6"" Black Series Count Dooku","/star-wars/images/thumbs/count-dooku-1403.jpg","C$47.40","Star Wars 6"" Black Series Count Dooku 
Count Dooku was a menacing Sith Lord and central figure in the Clone Wars. Once a Jedi, he became disillusioned with the Jedi Order and thirsted for greater power."
"1700692279-455","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","Sith Jet Trooper","https://www.actionfigure411.com/star-wars/6-black-series/force-awakens-2015-2018/sith-jet-trooper-1402.php","Star Wars 6"" Black Series Sith Jet Trooper","/star-wars/images/thumbs/sith-jet-trooper-1402.jpg","C$24.61","Star Wars 6"" Black Series Sith Jet Trooper 
In its ultimate push toward galactic conquest, the First Order readies an army of elite soldiers that draw inspiration from a dark and ancient legacy!"
"1700692281-456","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","Knight of Ren","https://www.actionfigure411.com/star-wars/6-black-series/force-awakens-2015-2018/knight-of-ren-1342.php","Star Wars 6"" Black Series Knight of Ren","/star-wars/images/thumbs/knight-of-ren-1342.jpg","C$18.03","Star Wars 6"" Black Series Knight of Ren 
An enclave of masked warriors wielding distinct weapons for ranged and close quarters combat, the Knights of Ren are Elite, fearsome enforcers of Kilo Ren!"
"1700692283-457","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","Clone Commander Bly","https://www.actionfigure411.com/star-wars/6-black-series/force-awakens-2015-2018/clone-commander-bly-1401.php","Star Wars 6"" Black Series Clone Commander Bly","/star-wars/images/thumbs/clone-commander-bly-1401.jpg","C$30.11","Star Wars 6"" Black Series Clone Commander Bly 
A veteran of many Clone Wars battles, Clone Commander Bly (clone designation CC-5052) served in the 327th Star Corps on such worlds as Quell, Maridun, and Felucia. Kids and collectors alike can imagine the biggest battles and missions in the Star Wars saga with figures from Star Wars The Black Series! Includes: figure and 3 accessories."
"1700692285-458","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","Zorii Bliss","https://www.actionfigure411.com/star-wars/6-black-series/force-awakens-2015-2018/zorii-bliss-1341.php","Star Wars 6"" Black Series Zorii Bliss","/star-wars/images/thumbs/zorii-bliss-1341.jpg","C$7.55","Star Wars 6"" Black Series Zorii Bliss 
It is difficult for scoundrels to remain neutral in the war between First Order and Resistance, and Zorii Bliss and the Spice Runners of Kijimi must soon take a side."
"1700692287-459","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","Wedge Antilles","https://www.actionfigure411.com/star-wars/6-black-series/force-awakens-2015-2018/wedge-antilles-1297.php","Star Wars 6"" Black Series Wedge Antilles","/star-wars/images/thumbs/wedge-antilles-1297.jpg","C$25.42","Star Wars 6"" Black Series Wedge Antilles 
A talented young rebel pilot from Corellia, Wedge Antilles survived the attack on the first Death Star to become a respected veteran of Rogue Squadron."
"1700692290-460","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","Cara Dune","https://www.actionfigure411.com/star-wars/6-black-series/force-awakens-2015-2018/cara-dune-1312.php","Star Wars 6"" Black Series Cara Dune","/star-wars/images/thumbs/cara-dune-1312.jpg","C$92.58","Star Wars 6"" Black Series Cara Dune 
A veteran of the Galactic Civil war who fought for the Rebellion, Cara Dune is a seasoned warrior who has put her days of military discipline behind her and now has reinvented herself as a mercenary. Note: Feb 2021 Gina Carano was fired from Disney and her action figures were canceled which expectingly drove up the market value."
"1700692292-461","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","Luke Skywalker (Yavin Ceremony)","https://www.actionfigure411.com/star-wars/6-black-series/force-awakens-2015-2018/luke-skywalker-yavin-ceremony-1296.php","Star Wars 6"" Black Series Luke Skywalker (Yavin Ceremony)","/star-wars/images/thumbs/luke-skywalker-yavin-ceremony-1296.jpg","C$13.26","Star Wars 6"" Black Series Luke Skywalker (Yavin Ceremony) 
Luke Skywalker is awarded a medal for his part in destroying the Death Star. Re-create the biggest battles and missions in the Star Wars epic with figures from The Black Series! This figure is carefully detailed to look like Luke Skywalker, and he's ready to be a hero in your own personal Death Star mission. First run of this figure had a box misspelling of ""Luke SkywalkWer"""
"1700692294-462","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","First Order Jet Trooper","https://www.actionfigure411.com/star-wars/6-black-series/force-awakens-2015-2018/first-order-jet-trooper-1318.php","Star Wars 6"" Black Series First Order Jet Trooper","/star-wars/images/thumbs/first-order-jet-trooper-1318.jpg","C$20.80","Star Wars 6"" Black Series First Order Jet Trooper 
Specialized Stormtroopers of the First Order, Jet Troopers soar into battle equipped with agile rocket packs! Kids and collectors alike can imagine the biggest battles and missions in the Star Wars saga with figures from Star Wars The Black Series!"
"1700692296-463","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","Jannah","https://www.actionfigure411.com/star-wars/6-black-series/force-awakens-2015-2018/jannah-1313.php","Star Wars 6"" Black Series Jannah","/star-wars/images/thumbs/jannah-1313.jpg","C$14.22","Star Wars 6"" Black Series Jannah 
From an oceanic moon, Jannah leads a band of Warriors, ready to charge against the forces of the first order!"
"1700692298-464","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","First Order Stormtrooper (First Edition)","https://www.actionfigure411.com/star-wars/6-black-series/force-awakens-2015-2018/first-order-stormtrooper-first-edition-1870.php","Star Wars 6"" Black Series First Order Stormtrooper (First Edition)","/star-wars/images/thumbs/first-order-stormtrooper-first-edition-1870.jpg","C$40.18","Star Wars 6"" Black Series First Order Stormtrooper (First Edition) 
The First Order's infantry units are trained from birth, given unit designations instead of names and fed a steady diet of First Order propaganda to ensure absolute loyalty. First Edition white packaging variant shown here."
"1700692300-465","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","First Order Stormtrooper (Riot Baton)","https://www.actionfigure411.com/star-wars/6-black-series/force-awakens-2015-2018/first-order-stormtrooper-riot-baton-1295.php","Star Wars 6"" Black Series First Order Stormtrooper (Riot Baton)","/star-wars/images/thumbs/first-order-stormtrooper-riot-baton-1295.jpg","C$25.91","Star Wars 6"" Black Series First Order Stormtrooper (Riot Baton) 
The First Order's infantry units are trained from birth, given unit designations instead of names and fed a steady diet of First Order propaganda to ensure absolute loyalty. Includes riot baton and gear."
"1700692302-466","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","Offworld Jawa","https://www.actionfigure411.com/star-wars/6-black-series/force-awakens-2015-2018/offworld-jawa-1294.php","Star Wars 6"" Black Series Offworld Jawa","/star-wars/images/thumbs/offworld-jawa-1294.jpg","C$26.15","Star Wars 6"" Black Series Offworld Jawa 
Ships traveling to and from Tatooine have resulted in some Jawas leaving their desert home-world. Those that do arrive on new planets continue their old habits in their new surroundings, but their obsessive need for technology still drives them."
"1700692305-467","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","Offworld Jawa (First Edition)","https://www.actionfigure411.com/star-wars/6-black-series/force-awakens-2015-2018/offworld-jawa-first-edition-1869.php","Star Wars 6"" Black Series Offworld Jawa (First Edition)","/star-wars/images/thumbs/offworld-jawa-first-edition-1869.jpg","C$30.37","Star Wars 6"" Black Series Offworld Jawa (First Edition) 
Ships traveling to and from Tatooine have resulted in some Jawas leaving their desert home-world. Those that do arrive on new planets continue their old habits in their new surroundings, but their obsessive need for technology still drives them."
"1700692307-468","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","Second Sister Inquisitor (First Edition)","https://www.actionfigure411.com/star-wars/6-black-series/force-awakens-2015-2018/second-sister-inquisitor-first-edition-1868.php","Star Wars 6"" Black Series Second Sister Inquisitor (First Edition)","/star-wars/images/thumbs/second-sister-inquisitor-first-edition-1868.jpg","C$72.30","Star Wars 6"" Black Series Second Sister Inquisitor (First Edition) 
A vengeful warrior of the Empire tasked with tracking down Jedi survivors, the Second Sister Inquisitor is driven by her all-encompassing hatred of the Order. This is the First Edition in white packaging."
"1700692309-469","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","Second Sister Inquisitor","https://www.actionfigure411.com/star-wars/6-black-series/force-awakens-2015-2018/second-sister-inquisitor-1292.php","Star Wars 6"" Black Series Second Sister Inquisitor","/star-wars/images/thumbs/second-sister-inquisitor-1292.jpg","C$57.95","Star Wars 6"" Black Series Second Sister Inquisitor 
A vengeful warrior of the Empire tasked with tracking down Jedi survivors, the Second Sister Inquisitor is driven by her all-encompassing hatred of the Order."
"1700692311-470","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","The Mandalorian","https://www.actionfigure411.com/star-wars/6-black-series/force-awakens-2015-2018/the-mandalorian-1291.php","Star Wars 6"" Black Series The Mandalorian","/star-wars/images/thumbs/the-mandalorian-1291.jpg","C$24.45","Star Wars 6"" Black Series The Mandalorian 
His body is shielded by beskar armor, his face is hidden behind a T-visored mask, and his past is wrapped in mystery. The Mandalorian is battle-worn and tight-lipped, a formidable bounty hunter in an increasingly dangerous galaxy. This First Edition series figure is packaged in a white box, but is the same figure inside."
"1700692313-471","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","The Mandalorian (First Edition)","https://www.actionfigure411.com/star-wars/6-black-series/force-awakens-2015-2018/the-mandalorian-first-edition-1400.php","Star Wars 6"" Black Series The Mandalorian (First Edition)","/star-wars/images/thumbs/the-mandalorian-first-edition-1400.jpg","C$144.66","Star Wars 6"" Black Series The Mandalorian (First Edition) 
His body is shielded by beskar armor, his face is hidden behind a T-visored mask, and his past is wrapped in mystery. The Mandalorian is battle-worn and tight-lipped, a formidable bounty hunter in an increasingly dangerous galaxy."
"1700692315-472","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","Cal Kestis","https://www.actionfigure411.com/star-wars/6-black-series/force-awakens-2015-2018/cal-kestis-1290.php","Star Wars 6"" Black Series Cal Kestis","/star-wars/images/thumbs/cal-kestis-1290.jpg","C$68.06","Star Wars 6"" Black Series Cal Kestis 
A Jedi Padawan during the Clone Wars, Cal Kestis narrowly escaped the horrors of Order 66 and was forced into hiding. Together with explorer droid BD-1, he embarks on a journey to rebuild the Jedi Order while evading the terrifying Imperial Inquisitorius."
"1700692318-473","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","Cal Kestis (First Edition)","https://www.actionfigure411.com/star-wars/6-black-series/force-awakens-2015-2018/cal-kestis-first-edition-1867.php","Star Wars 6"" Black Series Cal Kestis (First Edition)","/star-wars/images/thumbs/cal-kestis-first-edition-1867.jpg","C$76.34","Star Wars 6"" Black Series Cal Kestis (First Edition) 
A Jedi Padawan during the Clone Wars, Cal Kestis narrowly escaped the horrors of Order 66 and was forced into hiding. Together with explorer droid BD-1, he embarks on a journey to rebuild the Jedi Order while evading the terrifying Imperial Inquisitorius. This is Cal in First Edition white packaging."
"1700692320-474","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","Sith Trooper","https://www.actionfigure411.com/star-wars/6-black-series/force-awakens-2015-2018/sith-trooper-1289.php","Star Wars 6"" Black Series Sith Trooper","/star-wars/images/thumbs/sith-trooper-1289.jpg","C$31.04","Star Wars 6"" Black Series Sith Trooper 
In its ultimate push towards galactic conquest, the First Order readies an army of elite soldiers that draw inspiration and power from a dark and ancient legacy."
"1700692322-475","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","Sith Trooper (First Edition)","https://www.actionfigure411.com/star-wars/6-black-series/force-awakens-2015-2018/sith-trooper-first-edition-1866.php","Star Wars 6"" Black Series Sith Trooper (First Edition)","/star-wars/images/thumbs/sith-trooper-first-edition-1866.jpg","C$31.48","Star Wars 6"" Black Series Sith Trooper (First Edition) 
In its ultimate push towards galactic conquest, the First Order readies an army of elite soldiers that draw inspiration and power from a dark and ancient legacy."
"1700692324-476","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","Rey & D-O","https://www.actionfigure411.com/star-wars/6-black-series/force-awakens-2015-2018/rey-d-o-1288.php","Star Wars 6"" Black Series Rey & D-O","/star-wars/images/thumbs/rey-d-o-1288.jpg","C$25.23","Star Wars 6"" Black Series Rey & D-O 
Rey continues to study the Jedi ways, but she grows concerned about what the future and the Force may hold in store for her.



Cobbled from odds and ends in the workshop of a droidsmith, little D-O is an impressionable little roller that becomes fixated on BB-8."
"1700692326-477","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","Rey & D-O (First Edition)","https://www.actionfigure411.com/star-wars/6-black-series/force-awakens-2015-2018/rey-d-o-first-edition-1865.php","Star Wars 6"" Black Series Rey & D-O (First Edition)","/star-wars/images/thumbs/rey-d-o-first-edition-1865.jpg","C$35.05","Star Wars 6"" Black Series Rey & D-O (First Edition) 
Rey continues to study the Jedi ways, but she grows concerned about what the future and the Force may hold in store for her.



Cobbled from odds and ends in the workshop of a droidsmith, little D-O is an impressionable little roller that becomes fixated on BB-8.



This is the First Edition Packaging."
"1700692328-478","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","Supreme Leader Kylo Ren (First Edition)","https://www.actionfigure411.com/star-wars/6-black-series/force-awakens-2015-2018/supreme-leader-kylo-ren-first-edition-1864.php","Star Wars 6"" Black Series Supreme Leader Kylo Ren (First Edition)","/star-wars/images/thumbs/supreme-leader-kylo-ren-first-edition-1864.jpg","C$46.80","Star Wars 6"" Black Series Supreme Leader Kylo Ren (First Edition) 
As Supreme Leader of the First Order, Kylo Ren wields more power than ever before. Nevertheless, Ren continues to search for secrets of the Force from the depths of the dark side. This is the First Edition packaging."
"1700692331-479","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","Supreme Leader Kylo Ren","https://www.actionfigure411.com/star-wars/6-black-series/force-awakens-2015-2018/supreme-leader-kylo-ren-1287.php","Star Wars 6"" Black Series Supreme Leader Kylo Ren","/star-wars/images/thumbs/supreme-leader-kylo-ren-1287.jpg","C$37.61","Star Wars 6"" Black Series Supreme Leader Kylo Ren 
As Supreme Leader of the First Order, Kylo Ren wields more power than ever before. Nevertheless, Ren continues to search for secrets of the Force from the depths of the dark side."
"1700692333-480","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","0-0-0 (Triple Zero)","https://www.actionfigure411.com/star-wars/6-black-series/force-awakens-2015-2018/0-0-0-triple-zero-1241.php","Star Wars 6"" Black Series 0-0-0 (Triple Zero)","/star-wars/images/thumbs/0-0-0-triple-zero-1241.jpg","C$89.07","Star Wars 6"" Black Series 0-0-0 (Triple Zero) 
Activated by Doctor Aphra, 0-0-0 (Triple Zero) is a droid programmed for etiquette, protocol, and translations, but also specializes in interrogation. The dark silver-plated droid reactivates an assassin astromech droid, BT-1.

This high-end 6-inch-scale 0-0-0 (Triple Zero) figure is carefully detailed to look like the character from the Star Wars comics and features premium detail and multiple points of articulation."
"1700692335-481","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","BT-1","https://www.actionfigure411.com/star-wars/6-black-series/force-awakens-2015-2018/bt-1-1244.php","Star Wars 6"" Black Series BT-1","/star-wars/images/thumbs/bt-1-1244.jpg","C$68.90","Star Wars 6"" Black Series BT-1 
A hostile astromech droid, BT-1 (Beetee) works with Doctor Aphra alongside the protocol droid 0-0-0 on destructive missions. The black metal-plated droid is heavily armed with flamethrowers and other destructive weapons.



This high-end 6-inch-scale BT-1 (Beetee) figure is carefully detailed to look like the character from the Star Wars comics and features premium detail and multiple points of articulation."
"1700692337-482","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","Doctor Aphra","https://www.actionfigure411.com/star-wars/6-black-series/force-awakens-2015-2018/doctor-aphra-1243.php","Star Wars 6"" Black Series Doctor Aphra","/star-wars/images/thumbs/doctor-aphra-1243.jpg","C$54.46","Star Wars 6"" Black Series Doctor Aphra 
On a mission gone wrong, Doctor Aphra finds herself at the hands of the formidable Sith Lord, Darth Vader. A rare survivor of such meetings, Aphra is recruited by Vader for her skills in reprogramming droids."
"1700692339-483","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","Ezra Bridger (#86)","https://www.actionfigure411.com/star-wars/6-black-series/force-awakens-2015-2018/ezra-bridger-86-1245.php","Star Wars 6"" Black Series Ezra Bridger (#86)","/star-wars/images/thumbs/ezra-bridger-86-1245.jpg","C$55.50","Star Wars 6"" Black Series Ezra Bridger (#86) 
Erza's detailed figure looks just like the Force-sensitive street urchin turned freedom fighter, and he comes armed with a blaster for fierce battles against Imperial forces"
"1700692341-484","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","Obi Wan Kenobi (Padawan)","https://www.actionfigure411.com/star-wars/6-black-series/force-awakens-2015-2018/obi-wan-kenobi-padawan-1242.php","Star Wars 6"" Black Series Obi Wan Kenobi (Padawan)","/star-wars/images/thumbs/obi-wan-kenobi-padawan-1242.jpg","null","Star Wars 6"" Black Series Obi Wan Kenobi (Padawan) 
As a Padawan, Obi-Wan Kenobi was the headstrong apprentice to Qui-Gon Jinn.



This high-end 6-inch-scale Obi-Wan Kenobi figure is carefully detailed to look like the character from Star Wars: The Phantom Menace and features premium detail and multiple points of articulation."
"1700692344-485","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","Chopper (#84)","https://www.actionfigure411.com/star-wars/6-black-series/force-awakens-2015-2018/chopper-84-1246.php","Star Wars 6"" Black Series Chopper (#84)","/star-wars/images/thumbs/chopper-84-1246.jpg","C$91.28","Star Wars 6"" Black Series Chopper (#84) 
Chopper is the resident droid of the Ghost, assisting the crew in everything from ship maintenance to combat, even though he doesn't always want to."
"1700692346-486","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","Battle Droid","https://www.actionfigure411.com/star-wars/6-black-series/force-awakens-2015-2018/battle-droid-1219.php","Star Wars 6"" Black Series Battle Droid","/star-wars/images/thumbs/battle-droid-1219.jpg","C$39.86","Star Wars 6"" Black Series Battle Droid 
Roger Roger. Tall, thin B1 battle droids built as mechanical imitations of their Geonosian designers. Battle droids can be controlled by centralized command centers such as the Trade Federation's enormous Droid Control Ships, or programmed for independent action. They often suffer programming glitches that manifest as personality quirks. Battle droids are dim-witted and no match for clone troopers or Jedi, but they weren't designed to be smart, they were designed to overwhelm Republic civilians through sheer numbers, something they do very effectively."
"1700692348-487","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","Mace Windu","https://www.actionfigure411.com/star-wars/6-black-series/force-awakens-2015-2018/mace-windu-1218.php","Star Wars 6"" Black Series Mace Windu","/star-wars/images/thumbs/mace-windu-1218.jpg","C$37.67","Star Wars 6"" Black Series Mace Windu 
Mace Windu was a revered Jedi Master and member of the Jedi High Council during the last years of the Galactic Republic. Comes with Mace's custom purple lightsaber"
"1700692350-488","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","Padme Amidala","https://www.actionfigure411.com/star-wars/6-black-series/force-awakens-2015-2018/padme-amidala-1220.php","Star Wars 6"" Black Series Padme Amidala","/star-wars/images/thumbs/padme-amidala-1220.jpg","C$24.56","Star Wars 6"" Black Series Padme Amidala 
Padme Amidala was a courageous, hopeful leader, serving as Queen and then Senator of Naboo -- and was also handy with a blaster. Despite her ideals and all she did for the cause of peace, her secret, forbidden marriage to Jedi Anakin Skywalker would prove to have dire consequences for the galaxy."
"1700692352-489","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","Vice Admiral Holdo","https://www.actionfigure411.com/star-wars/6-black-series/force-awakens-2015-2018/vice-admiral-holdo-1016.php","Star Wars 6"" Black Series Vice Admiral Holdo","/star-wars/images/thumbs/vice-admiral-holdo-1016.jpg","C$18.35","Star Wars 6"" Black Series Vice Admiral Holdo 
Amilyn Holdo or known as Vice Admiral Holdo. When the transports came under fire, Holdo piloted the heavy cruiser Raddus into position and jumped to lightspeed through Supreme Leader Snoke's flagship"
"1700692354-490","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","Dryden Vos","https://www.actionfigure411.com/star-wars/6-black-series/force-awakens-2015-2018/dryden-vos-1125.php","Star Wars 6"" Black Series Dryden Vos","/star-wars/images/thumbs/dryden-vos-1125.jpg","C$14.65","Star Wars 6"" Black Series Dryden Vos 
Dryden Vos was a male near-human who served as the public face of the crime syndicate Crimson Dawn during the reign of the Galactic Empire. He was killed by his lieutenant, Qi'ra, after attempting to kill Han Solo. Dryden Vos features a color changing scar - the scar changes based on temperature of the room."
"1700692357-491","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","Han Solo (Mimban)","https://www.actionfigure411.com/star-wars/6-black-series/force-awakens-2015-2018/han-solo-mimban-1221.php","Star Wars 6"" Black Series Han Solo (Mimban)","/star-wars/images/thumbs/han-solo-mimban-1221.jpg","C$35.37","Star Wars 6"" Black Series Han Solo (Mimban) 
Han Solo dressed in Mimban mudtrooper outfit as featured in The Solo movie. Includes battle rifle and removable helmet."
"1700692359-492","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","Rio Durant","https://www.actionfigure411.com/star-wars/6-black-series/force-awakens-2015-2018/rio-durant-1093.php","Star Wars 6"" Black Series Rio Durant","/star-wars/images/thumbs/rio-durant-1093.jpg","C$33.90","Star Wars 6"" Black Series Rio Durant 
Rio Durant was a four-armed Ardennian pilot who lived during the reign of the Galactic Empire. Durant carried out dangerous missions alongside the scoundrel Tobias Beckett for years and was good-natured and up for any challenge."
"1700692361-493","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","Lando Calrissian (Skiff Guard Disguise)","https://www.actionfigure411.com/star-wars/6-black-series/force-awakens-2015-2018/lando-calrissian-skiff-guard-disguise-793.php","Star Wars 6"" Black Series Lando Calrissian (Skiff Guard Disguise)","/star-wars/images/thumbs/lando-calrissian-skiff-guard-disguise-793.jpg","C$20.14","Star Wars 6"" Black Series Lando Calrissian (Skiff Guard Disguise) 
Once a smooth-talking smuggler, Lando Calrissian changed from a get-rich-quick schemer to a selfless leader in the fight against the empire. From adventures with the Ghost crew of Rebels to the attack on Death Star II, his quick wit and daring proved to be invaluable."
"1700692363-494","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","Princess Leia Organa (Hoth)","https://www.actionfigure411.com/star-wars/6-black-series/force-awakens-2015-2018/princess-leia-organa-hoth-1011.php","Star Wars 6"" Black Series Princess Leia Organa (Hoth)","/star-wars/images/thumbs/princess-leia-organa-hoth-1011.jpg","C$20.91","Star Wars 6"" Black Series Princess Leia Organa (Hoth) 
Princess Leia Organa was one of the Rebel Alliances greatest leaders, fearless on the battlefield and dedicated to ending the tyranny of the Empire. Daughter of Padmé Amidala and Anakin Skywalker, sister of Luke Skywalker, and with a soft spot for scoundrels, Princess Leia Organa ranks among the galaxys great heroes."
"1700692365-495","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","Dengar","https://www.actionfigure411.com/star-wars/6-black-series/force-awakens-2015-2018/dengar-791.php","Star Wars 6"" Black Series Dengar","/star-wars/images/thumbs/dengar-791.jpg","C$22.58","Star Wars 6"" Black Series Dengar 
Crude and slovenly, Dengar was nonetheless an effective bounty hunter. While some hunters prided themselves on finesse and style, Dengar preferred firepower and destruction. Despite his scruffy-looking and battered exterior, Dengar thought highly of himself, enough to make blunt passes at shapely females that caught his eye."
"1700692367-496","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","L3-37","https://www.actionfigure411.com/star-wars/6-black-series/force-awakens-2015-2018/l3-37-1048.php","Star Wars 6"" Black Series L3-37","/star-wars/images/thumbs/l3-37-1048.jpg","C$49.15","Star Wars 6"" Black Series L3-37 
L3-37 as featured in the Han Solo Movie. L3-37, abbreviated L3, or Elthree, was a feminine custom self-made piloting droid associated with Lando Calrissian who was active during the reign of the Galactic Empire."
